battery_p;grid_p;load_p;pv_p;timestamp;Selling_price_eur_kwh
0,83;0,01;1,04;0,2;2024-07-06 16:45:00;0,09905
0,83;0;1,08;0,26;2024-07-06 17:00:00;0,09905
0,93;0,02;1,22;0,27;2024-07-06 17:15:00;0,09905
1,12;0,02;1,42;0,28;2024-07-06 17:30:00;0,09905
0,71;0,02;0,84;0,1;2024-07-06 17:45:00;0,09905
1,6;-0,03;1,81;0,24;2024-07-06 18:00:00;0,1001
1,89;0,01;2,13;0,23;2024-07-06 18:15:00;0,1001
1,26;0,02;1,44;0,16;2024-07-06 18:30:00;0,1001
1,21;0,01;1,33;0,12;2024-07-06 18:45:00;0,1001
1,42;0,03;1,77;0,32;2024-07-06 19:00:00;0,09882
0,97;0;1,25;0,28;2024-07-06 19:15:00;0,09882
1,61;0,01;1,65;0,04;2024-07-06 19:30:00;0,09882
1,57;0;1,58;0;2024-07-06 19:45:00;0,09882
0,64;0;0,64;0;2024-07-06 20:00:00;0,096
1,43;0;1,44;0;2024-07-06 20:15:00;0,096
0,99;0;0,99;0;2024-07-06 20:30:00;0,096
1,98;0,02;2,01;0;2024-07-06 20:45:00;0,096
0;1,36;1,36;0;2024-07-06 21:00:00;0,09618
0;1,24;1,24;0;2024-07-06 21:15:00;0,09618
0;1,57;1,57;0;2024-07-06 21:30:00;0,09618
0;1,33;1,33;0;2024-07-06 21:45:00;0,09618
0;1,5;1,5;0;2024-07-06 22:00:00;0,09582
0,82;0,66;1,48;0;2024-07-06 22:15:00;0,09582
0;0,86;0,86;0;2024-07-06 22:30:00;0,09582
0,02;0,86;0,88;0;2024-07-06 22:45:00;0,09582
0;0,68;0,68;0;2024-07-06 23:00:00;0,09498
0;0,56;0,56;0;2024-07-06 23:15:00;0,09498
0;1,54;1,54;0;2024-07-06 23:30:00;0,09498
0;1,4;1,4;0;2024-07-06 23:45:00;0,09498
0;1,08;1,08;0;2024-07-07 00:00:00;0,097
0,02;1,98;2;0;2024-07-07 00:15:00;0,097
0;1,36;1,36;0;2024-07-07 00:30:00;0,097
0;1,32;1,32;0;2024-07-07 00:45:00;0,097
0,02;1,15;1,16;0;2024-07-07 01:00:00;0,09055
0;0,63;0,63;0;2024-07-07 01:15:00;0,09055
0;0,65;0,65;0;2024-07-07 01:30:00;0,09055
0;1,51;1,51;0;2024-07-07 01:45:00;0,09055
0;1,23;1,23;0;2024-07-07 02:00:00;0,09139
0,02;1,42;1,44;0;2024-07-07 02:15:00;0,09139
0;1,17;1,17;0;2024-07-07 02:30:00;0,09139
0;1,06;1,06;0;2024-07-07 02:45:00;0,09139
0;1,68;1,68;0;2024-07-07 03:00:00;0,09479
0;0,99;0,99;0;2024-07-07 03:15:00;0,09479
0;1,16;1,16;0;2024-07-07 03:30:00;0,09479
0;0,69;0,69;0;2024-07-07 03:45:00;0,09479
0,02;0,62;0,64;0;2024-07-07 04:00:00;0,097
0;1,13;1,13;0;2024-07-07 04:15:00;0,097
0,01;0,62;0,63;0;2024-07-07 04:30:00;0,097
0;1,51;1,51;0;2024-07-07 04:45:00;0,097
0;1,37;1,37;0;2024-07-07 05:00:00;0,09
0;0,72;0,72;0;2024-07-07 05:15:00;0,09
0,01;1,48;1,49;0;2024-07-07 05:30:00;0,09
0;0,68;0,68;0;2024-07-07 05:45:00;0,09
0;0,67;0,67;0;2024-07-07 06:00:00;0,0885
0;1,08;1,17;0,09;2024-07-07 06:15:00;0,0885
0;0,25;0,31;0,05;2024-07-07 06:30:00;0,0885
0;1,05;1,08;0,04;2024-07-07 06:45:00;0,0885
0;0,34;0,34;0;2024-07-07 07:00:00;0,0964
0;1,86;1,86;0;2024-07-07 07:15:00;0,0964
0;0,8;0,8;0;2024-07-07 07:30:00;0,0964
0;1,51;1,51;0;2024-07-07 07:45:00;0,0964
0;1,18;1,2;0,02;2024-07-07 08:00:00;0,097
0;0,76;1,02;0,26;2024-07-07 08:15:00;0,097
0;0,95;1,43;0,49;2024-07-07 08:30:00;0,097
0;0,47;0,81;0,34;2024-07-07 08:45:00;0,097
0;1,27;1,49;0,22;2024-07-07 09:00:00;0,097
0;0,82;1,21;0,39;2024-07-07 09:15:00;0,097
0;0,47;1,07;0,6;2024-07-07 09:30:00;0,097
0;1,3;1,81;0,51;2024-07-07 09:45:00;0,097
0;0,69;0,97;0,28;2024-07-07 10:00:00;0,09512
0;2,1;2,21;0,11;2024-07-07 10:15:00;0,09512
0;1,43;1,53;0,1;2024-07-07 10:30:00;0,09512
0;1,45;1,58;0,13;2024-07-07 10:45:00;0,09512
0;3,23;3,4;0,17;2024-07-07 11:00:00;0,09585
0;2,74;3,17;0,44;2024-07-07 11:15:00;0,09585
0;1,42;1,99;0,57;2024-07-07 11:30:00;0,09585
0;1,33;1,97;0,64;2024-07-07 11:45:00;0,09585
0;0,76;1,22;0,46;2024-07-07 12:00:00;0,09723
0;1,55;1,92;0,37;2024-07-07 12:15:00;0,09723
0;2,88;3,49;0,62;2024-07-07 12:30:00;0,09723
0;4,86;5,29;0,43;2024-07-07 12:45:00;0,09723
0;5,4;6,04;0,65;2024-07-07 13:00:00;0,0915
0;5,31;7,24;1,93;2024-07-07 13:15:00;0,0915
0;3,45;5,04;1,59;2024-07-07 13:30:00;0,0915
0;4,74;6,27;1,53;2024-07-07 13:45:00;0,0915
0;1,11;4,44;3,32;2024-07-07 14:00:00;0,08117
-3;0,34;3,79;6,46;2024-07-07 14:15:00;0,08117
-1,91;0;1,03;2,94;2024-07-07 14:30:00;0,08117
-3,06;-0,3;0,31;3,67;2024-07-07 14:45:00;0,08117
-0,99;0,01;1,07;2,06;2024-07-07 15:00:00;0,08929
-1,1;0;1,44;2,54;2024-07-07 15:15:00;0,08929
-2,51;-0,42;0,81;3,73;2024-07-07 15:30:00;0,08929
-0,94;-0,02;0,67;1,64;2024-07-07 15:45:00;0,08929
-2,06;-0,06;0,96;3,08;2024-07-07 16:00:00;0,09742
-3,59;0,02;0,28;3,85;2024-07-07 16:15:00;0,09742
-3,21;0,03;0,35;3,53;2024-07-07 16:30:00;0,09742
-1,67;0,13;0,41;1,95;2024-07-07 16:45:00;0,09742
-1,99;-0,01;0,37;2,36;2024-07-07 17:00:00;0,09808
-0,73;0;1,9;2,63;2024-07-07 17:15:00;0,09808
-2,16;0;0,33;2,5;2024-07-07 17:30:00;0,09808
-1,88;-0,01;0,29;2,17;2024-07-07 17:45:00;0,09808
-1,47;0,01;0,25;1,72;2024-07-07 18:00:00;0,1001
-0,8;0;0,23;1,03;2024-07-07 18:15:00;0,1001
0,39;-0,01;1,05;0,67;2024-07-07 18:30:00;0,1001
-0,29;0;0,27;0,56;2024-07-07 18:45:00;0,1001
-0,58;0;0,25;0,84;2024-07-07 19:00:00;0,1
-0,36;0;0,28;0,64;2024-07-07 19:15:00;0,1
-0,23;0;0,28;0,51;2024-07-07 19:30:00;0,1
0,7;0,01;1,1;0,39;2024-07-07 19:45:00;0,1
0;0;0,27;0,27;2024-07-07 20:00:00;0,11099
0,1;0;0,27;0,17;2024-07-07 20:15:00;0,11099
0,21;0;0,24;0,03;2024-07-07 20:30:00;0,11099
0,28;0;0,28;0;2024-07-07 20:45:00;0,11099
0,79;0,01;0,8;0;2024-07-07 21:00:00;0,1001
0,67;0;0,67;0;2024-07-07 21:15:00;0,1001
0,32;0;0,33;0;2024-07-07 21:30:00;0,1001
0,41;0;0,41;0;2024-07-07 21:45:00;0,1001
0,54;0;0,54;0;2024-07-07 22:00:00;0,10458
0,7;0;0,7;0;2024-07-07 22:15:00;0,10458
1,33;0,01;1,34;0;2024-07-07 22:30:00;0,10458
0,92;0;0,92;0;2024-07-07 22:45:00;0,10458
1,5;0;1,51;0;2024-07-07 23:00:00;0,09593
2,33;0,02;2,35;0;2024-07-07 23:15:00;0,09593
0,74;0;0,74;0;2024-07-07 23:30:00;0,09593
0,72;0;0,72;0;2024-07-07 23:45:00;0,09593
1,45;0;1,45;0;2024-07-08 00:00:00;0,09178
0,34;0;0,34;0;2024-07-08 00:15:00;0,09178
1,07;0;1,07;0;2024-07-08 00:30:00;0,09178
0,78;0,74;1,52;0;2024-07-08 00:45:00;0,09178
1,26;0;1,26;0;2024-07-08 01:00:00;0,083
1,12;0;1,12;0;2024-07-08 01:15:00;0,083
0,76;0,01;0,77;0;2024-07-08 01:30:00;0,083
1,44;0;1,44;0;2024-07-08 01:45:00;0,083
0,7;0;0,7;0;2024-07-08 02:00:00;0,07786
1,44;0;1,44;0;2024-07-08 02:15:00;0,07786
1,04;0;1,04;0;2024-07-08 02:30:00;0,07786
0,73;0;0,73;0;2024-07-08 02:45:00;0,07786
1,22;0,02;1,24;0;2024-07-08 03:00:00;0,08
0,72;0;0,72;0;2024-07-08 03:15:00;0,08
1,48;0,02;1,49;0;2024-07-08 03:30:00;0,08
0,76;0;0,76;0;2024-07-08 03:45:00;0,08
1,05;0,02;1,07;0;2024-07-08 04:00:00;0,0812
0,7;0;0,7;0;2024-07-08 04:15:00;0,0812
0,73;0,8;1,53;0;2024-07-08 04:30:00;0,0812
0;4,25;4,25;0;2024-07-08 04:45:00;0,0812
0;5,6;5,6;0;2024-07-08 05:00:00;0,095
0,01;2,72;2,73;0;2024-07-08 05:15:00;0,095
0;2,2;2,2;0;2024-07-08 05:30:00;0,095
0;4,05;4,05;0;2024-07-08 05:45:00;0,095
0,02;5,55;5,58;0;2024-07-08 06:00:00;0,10234
0,03;6,18;6,21;0;2024-07-08 06:15:00;0,10234
0;5,36;5,55;0,19;2024-07-08 06:30:00;0,10234
0;2,11;2,26;0,15;2024-07-08 06:45:00;0,10234
0;1;1,15;0,15;2024-07-08 07:00:00;0,12767
0;0,5;0,73;0,23;2024-07-08 07:15:00;0,12767
0;0,67;0,78;0,11;2024-07-08 07:30:00;0,12767
0;1,26;1,47;0,21;2024-07-08 07:45:00;0,12767
0;0,99;1,36;0,36;2024-07-08 08:00:00;0,13
0;2,1;2,85;0,76;2024-07-08 08:15:00;0,13
0;0,43;1,74;1,3;2024-07-08 08:30:00;0,13
0;0,09;1,27;1,18;2024-07-08 08:45:00;0,13
0;1,69;2,99;1,31;2024-07-08 09:00:00;0,11504
0,25;-0,01;2,17;1,93;2024-07-08 09:15:00;0,11504
-0,42;0,04;1,96;2,34;2024-07-08 09:30:00;0,11504
-0,8;0,03;1,55;2,32;2024-07-08 09:45:00;0,11504
-0,12;0,67;2,77;2,22;2024-07-08 10:00:00;0,1064
-0,1;-0,03;2,35;2,48;2024-07-08 10:15:00;0,1064
-3,1;0,11;1,92;4,9;2024-07-08 10:30:00;0,1064
-4,93;-0,03;2,48;7,44;2024-07-08 10:45:00;0,1064
-4,93;0,11;2,12;6,94;2024-07-08 11:00:00;0,10108
-4,93;0,03;2,32;7,22;2024-07-08 11:15:00;0,10108
-4,93;0,05;2,43;7,31;2024-07-08 11:30:00;0,10108
-4,54;-0,01;2,92;7,47;2024-07-08 11:45:00;0,10108
-4,93;0,01;2,44;7,37;2024-07-08 12:00:00;0,09463
-4,93;0,02;2,58;7,49;2024-07-08 12:15:00;0,09463
-4,91;0,01;2,33;7,22;2024-07-08 12:30:00;0,09463
-2,33;0,57;5,32;7,07;2024-07-08 12:45:00;0,09463
-1,02;-0,01;5,95;6,99;2024-07-08 13:00:00;0,08946
-0,99;-0,02;5,98;6,99;2024-07-08 13:15:00;0,08946
-1,04;-0,01;5,79;6,85;2024-07-08 13:30:00;0,08946
-0,74;0,05;6,05;6,74;2024-07-08 13:45:00;0,08946
-2,71;0,06;4,04;6,68;2024-07-08 14:00:00;0,098
-1,6;-0,1;4,96;6,65;2024-07-08 14:15:00;0,098
-1,6;-0,01;5;6,61;2024-07-08 14:30:00;0,098
-1,6;0,03;5;6,56;2024-07-08 14:45:00;0,098
-1,59;0,03;4,39;5,95;2024-07-08 15:00:00;0,098
0;0;5,54;5,53;2024-07-08 15:15:00;0,098
0;0,07;4,91;4,84;2024-07-08 15:30:00;0,098
0;0;4,47;4,46;2024-07-08 15:45:00;0,098
-1,02;-0,04;2,86;3,91;2024-07-08 16:00:00;0,10172
0;0,04;4,11;4,07;2024-07-08 16:15:00;0,10172
0;-0,01;3,5;3,51;2024-07-08 16:30:00;0,10172
0;0,02;2,63;2,61;2024-07-08 16:45:00;0,10172
0;0,12;2,83;2,71;2024-07-08 17:00:00;0,10112
0;0,02;2,55;2,53;2024-07-08 17:15:00;0,10112
0;0,02;2,08;2,06;2024-07-08 17:30:00;0,10112
1,13;0;2,79;1,66;2024-07-08 17:45:00;0,10112
0,4;0;1,68;1,29;2024-07-08 18:00:00;0,11046
1,45;-0,02;2,39;0,95;2024-07-08 18:15:00;0,11046
0,86;0;1,54;0,67;2024-07-08 18:30:00;0,11046
1,27;-0,01;1,73;0,47;2024-07-08 18:45:00;0,11046
0,59;0,06;1,02;0,36;2024-07-08 19:00:00;0,11919
1,31;0;1,63;0,32;2024-07-08 19:15:00;0,11919
1,67;0,03;1,95;0,25;2024-07-08 19:30:00;0,11919
1,43;0;1,57;0,14;2024-07-08 19:45:00;0,11919
1,52;0;1,62;0,09;2024-07-08 20:00:00;0,11695
0,99;0;1,03;0,05;2024-07-08 20:15:00;0,11695
0,95;0;0,95;0,01;2024-07-08 20:30:00;0,11695
1,57;0;1,58;0;2024-07-08 20:45:00;0,11695
1,43;0,02;1,46;0;2024-07-08 21:00:00;0,12
1,64;0,02;1,67;0;2024-07-08 21:15:00;0,12
1,83;0,01;1,84;0;2024-07-08 21:30:00;0,12
2,32;0,13;2,46;0;2024-07-08 21:45:00;0,12
2,13;0,03;2,16;0;2024-07-08 22:00:00;0,109
2,42;0;2,42;0;2024-07-08 22:15:00;0,109
2,22;0;2,23;0;2024-07-08 22:30:00;0,109
1,46;0;1,46;0;2024-07-08 22:45:00;0,109
1,62;0;1,62;0;2024-07-08 23:00:00;0,10034
1,4;0;1,4;0;2024-07-08 23:15:00;0,10034
1,89;0;1,89;0;2024-07-08 23:30:00;0,10034
1,64;0;1,64;0;2024-07-08 23:45:00;0,10034
1,08;0,01;1,09;0;2024-07-09 00:00:00;0,1075
0,81;0;0,81;0;2024-07-09 00:15:00;0,1075
1,02;0,01;1,03;0;2024-07-09 00:30:00;0,1075
0,88;0,01;0,89;0;2024-07-09 00:45:00;0,1075
1,03;0;1,03;0;2024-07-09 01:00:00;0,10701
1,41;0;1,41;0;2024-07-09 01:15:00;0,10701
1,09;0;1,09;0;2024-07-09 01:30:00;0,10701
1,07;0;1,07;0;2024-07-09 01:45:00;0,10701
1,12;0;1,12;0;2024-07-09 02:00:00;0,1024
1,04;0;1,04;0;2024-07-09 02:15:00;0,1024
0,32;0;0,33;0;2024-07-09 02:30:00;0,1024
0,32;0;0,33;0;2024-07-09 02:45:00;0,1024
0,32;0;0,32;0;2024-07-09 03:00:00;0,105
0,96;0,01;0,97;0;2024-07-09 03:15:00;0,105
1,1;0;1,1;0;2024-07-09 03:30:00;0,105
0,69;0;0,69;0;2024-07-09 03:45:00;0,105
0,67;0;0,68;0;2024-07-09 04:00:00;0,10073
0,69;0;0,69;0;2024-07-09 04:15:00;0,10073
1,47;0;1,47;0;2024-07-09 04:30:00;0,10073
0,69;0;0,69;0;2024-07-09 04:45:00;0,10073
0,32;0;0,32;0;2024-07-09 05:00:00;0,1024
0,31;0;0,31;0;2024-07-09 05:15:00;0,1024
0,81;0;0,81;0;2024-07-09 05:30:00;0,1024
0,61;0;0,61;0;2024-07-09 05:45:00;0,1024
0,65;0;0,68;0,03;2024-07-09 06:00:00;0,10843
0,4;0,19;0,67;0,08;2024-07-09 06:15:00;0,10843
0;0,95;1,08;0,14;2024-07-09 06:30:00;0,10843
0;1,15;1,36;0,21;2024-07-09 06:45:00;0,10843
0;0,38;0,66;0,29;2024-07-09 07:00:00;0,12444
0;1,84;2,22;0,38;2024-07-09 07:15:00;0,12444
0;2,13;2,94;0,81;2024-07-09 07:30:00;0,12444
-0,15;0,64;1,67;1,18;2024-07-09 07:45:00;0,12444
-1,04;0,63;1,88;2,29;2024-07-09 08:00:00;0,12596
-1,27;0,01;1,49;2,76;2024-07-09 08:15:00;0,12596
-1,5;0,01;1,7;3,2;2024-07-09 08:30:00;0,12596
-1,31;0,02;2,31;3,6;2024-07-09 08:45:00;0,12596
-2,13;-0,01;1,8;3,93;2024-07-09 09:00:00;0,11622
-3;0;1,2;4,21;2024-07-09 09:15:00;0,11622
-3,46;0;1,26;4,72;2024-07-09 09:30:00;0,11622
-3,88;-0,01;1,62;5,5;2024-07-09 09:45:00;0,11622
-4,43;0,01;1,42;5,85;2024-07-09 10:00:00;0,1075
-4,56;-0,02;1,49;6,07;2024-07-09 10:15:00;0,1075
-2,13;0,01;4,1;6,23;2024-07-09 10:30:00;0,1075
-1,09;-0,09;5,28;6,46;2024-07-09 10:45:00;0,1075
-0,44;0;6;6,44;2024-07-09 11:00:00;0,105
-1,73;-0,01;4,97;6,71;2024-07-09 11:15:00;0,105
-0,83;0;6;6,83;2024-07-09 11:30:00;0,105
-1,91;0;5,01;6,93;2024-07-09 11:45:00;0,105
-0,85;0,06;6,06;6,85;2024-07-09 12:00:00;0,09737
-1,45;-0,11;5,18;6,74;2024-07-09 12:15:00;0,09737
-0,91;0,09;5,74;6,57;2024-07-09 12:30:00;0,09737
-1,4;-0,09;5,2;6,69;2024-07-09 12:45:00;0,09737
-0,72;-0,05;5,95;6,72;2024-07-09 13:00:00;0,095
-4,73;0,02;1,83;6,54;2024-07-09 13:15:00;0,095
-4,88;0,02;1,82;6,68;2024-07-09 13:30:00;0,095
-4,94;0,03;1,43;6,34;2024-07-09 13:45:00;0,095
-2,41;0,01;4,01;6,41;2024-07-09 14:00:00;0,1042
-1,59;-0,03;4,1;5,71;2024-07-09 14:15:00;0,1042
-1,59;0,1;4,79;6,28;2024-07-09 14:30:00;0,1042
-1,59;-0,01;4,37;5,96;2024-07-09 14:45:00;0,1042
-1,57;0,03;4,04;5,59;2024-07-09 15:00:00;0,10538
0;0,01;5,3;5,29;2024-07-09 15:15:00;0,10538
0;-0,01;4,69;4,7;2024-07-09 15:30:00;0,10538
0;0,03;4,36;4,33;2024-07-09 15:45:00;0,10538
0;-0,03;3,95;3,97;2024-07-09 16:00:00;0,10948
-0,53;0,01;3,29;3,8;2024-07-09 16:15:00;0,10948
0;0,01;3,34;3,33;2024-07-09 16:30:00;0,10948
0;-0,01;2,93;2,94;2024-07-09 16:45:00;0,10948
0;0,01;2,66;2,66;2024-07-09 17:00:00;0,11548
0;-0,01;2,39;2,41;2024-07-09 17:15:00;0,11548
0;0,02;2,03;2,01;2024-07-09 17:30:00;0,11548
0;0,02;1,71;1,69;2024-07-09 17:45:00;0,11548
0,43;0;1,74;1,31;2024-07-09 18:00:00;0,12557
0,15;0,01;1,14;0,98;2024-07-09 18:15:00;0,12557
0,63;0,04;1,35;0,67;2024-07-09 18:30:00;0,12557
0,24;-0,02;0,67;0,45;2024-07-09 18:45:00;0,12557
0,87;0,02;1,22;0,33;2024-07-09 19:00:00;0,15343
0,62;-0,01;0,93;0,32;2024-07-09 19:15:00;0,15343
1,24;0;1,46;0,23;2024-07-09 19:30:00;0,15343
1,59;-0,01;1,7;0,12;2024-07-09 19:45:00;0,15343
1,01;0;1,08;0,08;2024-07-09 20:00:00;0,1536
1,9;0;1,94;0,03;2024-07-09 20:15:00;0,1536
1,48;0;1,49;0;2024-07-09 20:30:00;0,1536
0,9;0;0,91;0;2024-07-09 20:45:00;0,1536
0,77;0;0,78;0;2024-07-09 21:00:00;0,13908
1,08;0;1,09;0;2024-07-09 21:15:00;0,13908
1,15;0,01;1,16;0;2024-07-09 21:30:00;0,13908
1,68;0,01;1,69;0;2024-07-09 21:45:00;0,13908
1,69;0,01;1,7;0;2024-07-09 22:00:00;0,11401
1,18;0;1,18;0;2024-07-09 22:15:00;0,11401
0,84;0,02;0,86;0;2024-07-09 22:30:00;0,11401
1,72;0;1,72;0;2024-07-09 22:45:00;0,11401
1,22;0;1,22;0;2024-07-09 23:00:00;0,10901
1,13;0,01;1,14;0;2024-07-09 23:15:00;0,10901
2,06;0,01;2,07;0;2024-07-09 23:30:00;0,10901
1,57;0,01;1,57;0;2024-07-09 23:45:00;0,10901
1,59;0;1,59;0;2024-07-10 00:00:00;0,10921
1,39;0;1,39;0;2024-07-10 00:15:00;0,10921
0,41;0;0,41;0;2024-07-10 00:30:00;0,10921
1,25;0;1,25;0;2024-07-10 00:45:00;0,10921
1,28;0;1,28;0;2024-07-10 01:00:00;0,1069
1,13;0;1,14;0;2024-07-10 01:15:00;0,1069
1,96;0,01;1,97;0;2024-07-10 01:30:00;0,1069
1,3;0;1,3;0;2024-07-10 01:45:00;0,1069
0,97;0;0,97;0;2024-07-10 02:00:00;0,105
0,89;0;0,9;0;2024-07-10 02:15:00;0,105
0,93;0;0,93;0;2024-07-10 02:30:00;0,105
1,23;0;1,23;0;2024-07-10 02:45:00;0,105
1,56;0,01;1,57;0;2024-07-10 03:00:00;0,1015
1,3;0;1,3;0;2024-07-10 03:15:00;0,1015
1,12;0,01;1,13;0;2024-07-10 03:30:00;0,1015
1,38;0,01;1,39;0;2024-07-10 03:45:00;0,1015
0,8;0,01;0,81;0;2024-07-10 04:00:00;0,1001
1,08;0;1,08;0;2024-07-10 04:15:00;0,1001
1,02;0;1,03;0;2024-07-10 04:30:00;0,1001
1,18;0;1,18;0;2024-07-10 04:45:00;0,1001
1,84;0,01;1,85;0;2024-07-10 05:00:00;0,1
1,28;0;1,28;0;2024-07-10 05:15:00;0,1
1,08;0;1,08;0;2024-07-10 05:30:00;0,1
0,44;0;0,45;0,01;2024-07-10 05:45:00;0,1
1,01;-0,01;1,1;0,1;2024-07-10 06:00:00;0,1035
0,84;0,01;0,97;0,13;2024-07-10 06:15:00;0,1035
0,25;-0,04;0,37;0,17;2024-07-10 06:30:00;0,1035
1,35;0,11;1,66;0,2;2024-07-10 06:45:00;0,1035
0,94;0;1,26;0,32;2024-07-10 07:00:00;0,11684
0;0,63;1,07;0,45;2024-07-10 07:15:00;0,11684
-0,05;0,52;1,29;0,82;2024-07-10 07:30:00;0,11684
-0,27;0,06;1,01;1,22;2024-07-10 07:45:00;0,11684
-1,51;0;0,67;2,18;2024-07-10 08:00:00;0,12402
-1,34;-0,01;1,3;2,65;2024-07-10 08:15:00;0,12402
-2,07;0,01;1,01;3,08;2024-07-10 08:30:00;0,12402
-2,08;0,01;1,39;3,46;2024-07-10 08:45:00;0,12402
-3,5;0;0,3;3,8;2024-07-10 09:00:00;0,10854
-2,7;0,01;1,4;4,09;2024-07-10 09:15:00;0,10854
-3,73;0,01;0,86;4,58;2024-07-10 09:30:00;0,10854
-4,28;0;1,08;5,36;2024-07-10 09:45:00;0,10854
-3,29;0,02;2,54;5,82;2024-07-10 10:00:00;0,1015
-0,59;-0,01;5,33;5,94;2024-07-10 10:15:00;0,1015
-0,86;-0,06;5,65;6,57;2024-07-10 10:30:00;0,1015
-0,57;-0,14;3,86;4,57;2024-07-10 10:45:00;0,1015
-0,45;0,03;6,02;6,44;2024-07-10 11:00:00;0,10035
-0,72;-0,03;5,79;6,54;2024-07-10 11:15:00;0,10035
-0,61;-0,02;5,97;6,6;2024-07-10 11:30:00;0,10035
-0,86;0,03;5,87;6,7;2024-07-10 11:45:00;0,10035
-0,82;-0,02;5,98;6,82;2024-07-10 12:00:00;0,09902
-1,54;-0,03;5,52;7,09;2024-07-10 12:15:00;0,09902
-0,4;-0,06;5,4;5,87;2024-07-10 12:30:00;0,09902
-1,14;0,11;5,82;6,85;2024-07-10 12:45:00;0,09902
-1,11;-0,11;5,89;7,11;2024-07-10 13:00:00;0,1
-1,22;-0,02;5,46;6,7;2024-07-10 13:15:00;0,1
-0,59;0,04;6,04;6,59;2024-07-10 13:30:00;0,1
-0,31;-0,01;5,99;6,31;2024-07-10 13:45:00;0,1
-1,85;-0,02;4,54;6,41;2024-07-10 14:00:00;0,1015
-4,11;-0,01;2,13;6,24;2024-07-10 14:15:00;0,1015
-4,35;0,01;1,69;6,03;2024-07-10 14:30:00;0,1015
-4,61;0,13;1,16;5,64;2024-07-10 14:45:00;0,1015
-2,34;0,01;3,21;5,54;2024-07-10 15:00:00;0,10718
-1,59;0,09;3,67;5,18;2024-07-10 15:15:00;0,10718
-1,59;0;2,95;4,54;2024-07-10 15:30:00;0,10718
-1,58;0,02;2,63;4,19;2024-07-10 15:45:00;0,10718
-1,57;0,01;2,38;3,95;2024-07-10 16:00:00;0,10965
-1,19;0,01;2,41;3,59;2024-07-10 16:15:00;0,10965
0;0,01;3,25;3,24;2024-07-10 16:30:00;0,10965
0;0,02;2,89;2,88;2024-07-10 16:45:00;0,10965
0;0,01;2,66;2,64;2024-07-10 17:00:00;0,11071
0,2;-0,02;2,52;2,33;2024-07-10 17:15:00;0,11071
0,67;0,09;2,73;1,97;2024-07-10 17:30:00;0,11071
2,51;0,02;4,15;1,61;2024-07-10 17:45:00;0,11071
0,08;0;1,37;1,29;2024-07-10 18:00:00;0,1396
0,25;0,01;1,25;0,98;2024-07-10 18:15:00;0,1396
1,04;-0,02;1,7;0,67;2024-07-10 18:30:00;0,1396
1,15;0;1,62;0,46;2024-07-10 18:45:00;0,1396
0,37;0,03;0,75;0,35;2024-07-10 19:00:00;0,155
1,02;-0,01;1,32;0,31;2024-07-10 19:15:00;0,155
1,12;-0,01;1,32;0,21;2024-07-10 19:30:00;0,155
1,61;0,65;2,36;0,1;2024-07-10 19:45:00;0,155
2,07;-0,01;2,15;0,08;2024-07-10 20:00:00;0,14992
1,9;0,01;1,91;0;2024-07-10 20:15:00;0,14992
2,6;0;2,6;0;2024-07-10 20:30:00;0,14992
2,48;0,02;2,5;0;2024-07-10 20:45:00;0,14992
1,41;0,01;1,42;0;2024-07-10 21:00:00;0,14709
2,99;0;2,99;0;2024-07-10 21:15:00;0,14709
1,48;0;1,48;0;2024-07-10 21:30:00;0,14709
1,7;0;1,7;0;2024-07-10 21:45:00;0,14709
2,27;0;2,27;0;2024-07-10 22:00:00;0,13
1,89;0;1,89;0;2024-07-10 22:15:00;0,13
1,69;0;1,69;0;2024-07-10 22:30:00;0,13
2,21;0,02;2,23;0;2024-07-10 22:45:00;0,13
1,55;0,01;1,56;0;2024-07-10 23:00:00;0,11085
0,93;0;0,93;0;2024-07-10 23:15:00;0,11085
1,74;0,03;1,77;0;2024-07-10 23:30:00;0,11085
1,23;0;1,23;0;2024-07-10 23:45:00;0,11085
1,51;0;1,51;0;2024-07-11 00:00:00;0,11127
1,59;0,01;1,6;0;2024-07-11 00:15:00;0,11127
1,65;0,01;1,66;0;2024-07-11 00:30:00;0,11127
1,47;0,02;1,49;0;2024-07-11 00:45:00;0,11127
1,34;0;1,35;0;2024-07-11 01:00:00;0,105
0,34;0;0,34;0;2024-07-11 01:15:00;0,105
1,13;0,01;1,14;0;2024-07-11 01:30:00;0,105
1,1;0;1,1;0;2024-07-11 01:45:00;0,105
1,66;0;1,66;0;2024-07-11 02:00:00;0,1039
1,14;0,01;1,15;0;2024-07-11 02:15:00;0,1039
1,97;0,01;1,98;0;2024-07-11 02:30:00;0,1039
1,5;0,02;1,52;0;2024-07-11 02:45:00;0,1039
1,21;0,01;1,22;0;2024-07-11 03:00:00;0,10406
1,18;0,01;1,19;0;2024-07-11 03:15:00;0,10406
1,02;0;1,03;0;2024-07-11 03:30:00;0,10406
0,69;0,02;0,71;0;2024-07-11 03:45:00;0,10406
0,56;1,23;1,8;0;2024-07-11 04:00:00;0,10365
0;2,04;2,04;0;2024-07-11 04:15:00;0,10365
0;1,15;1,15;0;2024-07-11 04:30:00;0,10365
0;1,55;1,55;0;2024-07-11 04:45:00;0,10365
0;1,52;1,52;0;2024-07-11 05:00:00;0,10406
